57354.1226803 1.7273 1.7523 1.3383 2.2243 1.6033 1.1863 2.0233 0.2823 -0.4147 1.5593 0.6173
57355.1200856 1.7357 1.7847 1.3137 2.1977 1.6217 1.2397 2.0167 0.2947 -0.4413 1.5367 0.5937
57356.1599472 1.6243 1.8093 1.3253 2.1553 1.6173 1.2103 1.9463 0.3153 -0.4147 1.5273 0.6153
57361.110982 1.6442 1.8102 1.3062 2.2162 1.6012 1.2212 1.9792 0.3082 -0.4068 1.5692 0.6372
57362.1065148 1.7676 1.7916 1.2996 2.1986 1.6106 1.2176 1.9736 0.3006 -0.4174 1.5566 0.6216
57363.2263385 1.6134 1.8004 1.3034 2.2084 1.5964 1.2004 1.9914 0.2974 -0.4226 1.5344 0.6104
57365.0861748 1.7907 1.7917 1.3047 2.2177 1.5957 1.2207 2.0067 0.3067 -0.4113 1.5407 0.6267
57366.2994126 1.7534 1.7984 1.3124 2.2184 1.5714 1.2184 1.9824 0.3044 -0.4166 1.5444 0.6224
57367.171456 1.6129 1.8109 1.3029 2.2359 1.5779 1.2119 1.9769 0.2929 -0.4271 1.5509 0.6199
57371.2920386 1.7277 1.8007 1.2977 2.1867 1.5907 1.2167 1.9897 0.2957 -0.4223 1.5467 0.6117
57395.261607 1.6409 1.8239 1.3149 2.2249 1.6079 1.2209 1.9929 0.3339 -0.3921 1.5839 0.8099
57396.1848131 1.628 1.8 1.312 2.209 1.587 1.198 2.022 0.288 -0.425 1.537 0.614
57397.1509386 1.768 1.784 1.303 2.216 1.587 1.212 1.98 0.304 -0.42 1.54 0.621
57399.1103886 1.638 1.789 1.307 2.206 1.593 1.202 1.956 0.3 -0.422 1.552 0.616
57401.2129238 1.6434 1.8144 1.3084 2.2334 1.5864 1.2154 1.9924 0.2944 -0.3966 1.5444 0.6304
57403.2441133 1.6479 1.8009 1.3169 2.2129 1.6129 1.2029 1.9959 0.2969 -0.4211 1.5459 0.6189
57407.1256917 1.9607 1.8227 1.3577 2.2347 1.5647 1.2127 2.0437 0.2957 -0.4353 1.5227 0.6007
57412.2063054 1.6488 1.8258 1.3088 2.2228 1.6188 1.2348 1.9668 0.3228 -0.3282 1.5448 0.6698
57417.2163032 1.6227 1.7927 1.3137 2.2277 1.5927 1.2217 2.0177 0.3147 -0.4193 1.5487 0.6317
57425.1400267 1.6252 1.8192 1.3072 2.2262 1.6082 1.2322 1.9812 0.3112 -0.4068 1.5422 0.6462
57443.140939 1.6523 1.8043 1.3003 2.2203 1.6103 1.1953 1.9733 0.3153 -0.3687 1.5443 0.6393
57447.119541 1.6545 1.8225 1.3045 2.2095 1.6015 1.2255 1.9915 0.3115 -0.4095 1.5495 0.6445
57457.1084746 1.6351 1.7991 1.2931 2.1891 1.5991 1.2041 2.0141 0.2981 -0.3749 1.5681 0.6391
57340.3555446 1.7541 1.7971 1.2921 2.1861 1.5831 1.1951 2.0031 0.3161 -0.4239 1.5281 0.6251
57357.1430617 1.5976 1.8106 1.3046 2.1766 1.6016 1.2036 1.9436 0.3016 -0.4274 1.5306 0.6106
57360.1174931 1.7312 1.7982 1.2832 2.1842 1.5852 1.2012 1.9582 0.2992 -0.4208 1.5362 0.6132
57364.3311647 1.6289 1.7919 1.3019 2.1729 1.5839 1.1809 1.9679 0.3089 -0.4231 1.5459 0.6169
57372.2492254 1.6129 1.7649 1.2639 2.1709 1.5739 1.1699 1.9489 0.2839 -0.2461 1.5079 0.6139
57375.0808883 1.819 1.834 1.309 2.226 1.585 1.223 1.998 0.323 -0.402 1.57 0.654
57376.1039927 1.6869 1.7949 1.2859 2.2239 1.5989 1.1889 1.9439 0.2999 -0.4331 1.5349 0.6169
57379.1560517 1.8243 1.7903 1.2973 2.2543 1.5623 1.1863 1.9383 0.2773 -0.4487 1.5103 0.6083
