57354.1176628 3.024 1.649 1.308 2.334 1.565 1.278 1.861 0.836 -0.733 1.509 0.705
57355.115081 2.8411 1.6571 1.3111 2.2911 1.5071 1.2981 1.9151 0.8051 -0.7379 1.5401 0.6831
57356.1549234 3.0882 1.7062 1.3162 2.1532 1.4942 1.2792 1.9142 0.8092 -0.7228 1.5632 0.7112
57361.1059537 3.0135 1.7015 1.3055 2.2355 1.5115 1.2735 1.9165 0.8135 -0.7305 1.5465 0.6945
57362.1014905 3.1017 1.6817 1.2877 2.2357 1.5097 1.2777 1.9107 0.8127 -0.7303 1.5687 0.6957
57363.2213117 2.9913 1.6763 1.3013 2.2073 1.5103 1.2643 1.9173 0.8043 -0.7387 1.5593 0.6893
57365.0811639 3.278 1.687 1.307 2.228 1.519 1.288 1.917 0.81 -0.724 1.566 0.694
57366.2943739 3.1232 1.6892 1.3032 2.2462 1.5102 1.2782 1.9102 0.8132 -0.7348 1.5632 0.6942
57371.2870266 3.1027 1.6907 1.3057 2.2347 1.5047 1.2687 1.9007 0.7997 -0.7443 1.5517 0.6877
57395.2565064 3.0041 1.7251 1.3281 2.2411 1.5351 1.2871 1.9131 0.8401 -0.7079 1.6041 0.8001
57396.1798029 2.9971 1.6751 1.3021 2.2061 1.5041 1.2611 1.9161 0.8091 -0.7369 1.5751 0.6891
57397.1455486 3.2142 1.6912 1.2972 2.2312 1.5052 1.2682 1.9122 0.7932 -0.7388 1.5432 0.6862
57399.1053597 2.9343 1.6833 1.2863 2.2283 1.5063 1.2693 1.9103 0.7913 -0.7447 1.5383 0.6803
57401.2077289 3.0183 1.6973 1.3113 2.2343 1.5123 1.2783 1.9303 0.8113 -0.7267 1.5823 0.7643
57403.2390887 3.0055 1.6835 1.3015 2.2295 1.5195 1.2675 1.9325 0.8155 -0.7355 1.5645 0.6875
57407.1206819 3.349 1.675 1.352 2.194 1.55 1.307 1.902 0.803 -0.738 1.544 0.694
57412.2012397 3.0946 1.6246 1.3296 2.2196 1.4776 1.2856 1.9276 0.8306 -0.6294 1.6286 0.7176
57417.2112731 2.962 1.668 1.294 2.243 1.497 1.261 1.907 0.794 -0.628 1.55 0.704
57425.1349974 2.9537 1.7027 1.3077 2.2427 1.5147 1.2807 1.9247 0.8167 -0.7303 1.5497 0.6967
57435.0821616 2.8836 1.6756 1.3166 2.2196 1.5206 1.2826 1.9346 0.8156 -0.7374 1.5866 0.6946
