1.24	3.51E+03	8.73E+01	8.52E-12	2.12E-13
1.66	4.09E+03	1.58E+02	7.37E-12	2.85E-13
2.16	3.72E+03	1.03E+02	5.16E-12	1.43E-13
3.4	2.35E+03	4.98E+01	2.07E-12	4.39E-14
3.6	2.91E+03	5.70E+00	2.42E-12	4.75E-15
4.5	2.55E+03	7.04E+00	1.70E-12	4.69E-15
4.6	1.91E+03	4.22E+01	1.24E-12	2.75E-14
5.8	2.03E+03	1.76E+01	1.05E-12	9.10E-15
8.8	1.63E+03	1.49E+01	5.56E-13	5.07E-15
12	1.30E+03	1.37E+02	3.24E-13	3.43E-14
22	3.03E+03	0.00E+00	4.13E-13	0.00E+00
24	1.48E+03	6.70E+01	1.84E-13	8.37E-15
	
