1001030064051,16.43,0.07,83.91049,-0.85316,53711.33583,0
1001030064051,16.42,0.07,83.91042,-0.85324,53711.34031,0
1001030064051,16.47,0.07,83.91049,-0.85320,53711.34483,0
1001030064051,16.45,0.07,83.91047,-0.85321,53711.34933,0
1001030064051,16.01,0.07,83.91050,-0.85323,53728.27555,0
1001030064051,16.03,0.07,83.91044,-0.85322,53728.28441,0
1001030064051,16.01,0.07,83.91047,-0.85320,53728.29332,0
1001030064051,16.06,0.07,83.91050,-0.85318,53728.30228,0
1001030064051,15.97,0.07,83.91044,-0.85319,53735.25026,0
1001030064051,15.97,0.07,83.91048,-0.85323,53735.25667,0
1001030064051,16.02,0.07,83.91046,-0.85319,53735.26308,0
1001030064051,16.02,0.07,83.91047,-0.85321,53735.26952,0
1001030064051,15.98,0.07,83.91048,-0.85316,53679.40874,0
1001030064051,15.97,0.07,83.91047,-0.85321,53679.41740,0
1001030064051,16.00,0.07,83.91049,-0.85321,53679.42606,0
1001030064051,15.93,0.07,83.91049,-0.85320,53679.43471,0
1001030064051,16.18,0.07,83.91048,-0.85328,53703.32214,0
1001030064051,16.22,0.07,83.91046,-0.85319,53703.32818,0
1001030064051,16.21,0.07,83.91052,-0.85321,53703.33427,0
1001030064051,16.24,0.07,83.91045,-0.85317,53703.34032,0
1001030064051,15.94,0.07,83.91047,-0.85320,53650.45102,0
1001030064051,15.92,0.07,83.91053,-0.85321,53650.45917,0
1001030064051,15.98,0.07,83.91050,-0.85320,53650.46731,0
1001030064051,15.94,0.07,83.91052,-0.85322,53650.47547,0
1001030064051,15.99,0.07,83.91047,-0.85320,53668.45695,0
1001030064051,16.01,0.07,83.91046,-0.85316,53668.46451,0
1001030064051,15.96,0.07,83.91047,-0.85319,53668.47203,0
1001030064051,15.95,0.07,83.91048,-0.85317,53668.47956,0
1001030064051,15.93,0.08,83.91052,-0.85321,54070.23697,0
1001030064051,15.96,0.08,83.91055,-0.85321,54070.24127,0
1001030064051,15.97,0.08,83.91050,-0.85313,54070.24562,0
1001030064051,15.93,0.08,83.91051,-0.85323,54070.25000,0
1001030064051,15.93,0.07,83.91052,-0.85320,54091.31943,0
