57361.08321	3.0084	1.0704	0.7424	-0.3366	1.4604	1.6274	0.5174	-0.0446	0.9744
57362.08086	2.9748	1.2848	0.7268	-0.3452	1.6358	1.6478	0.4968	-0.0622	0.9368
57363.30704	2.8575	1.0365	0.6955	-0.3655	1.3825	1.6105	0.4805	-0.0835	0.9125
57365.10885	3.1264	1.0914	0.7424	-0.3256	1.4534	1.6294	0.5234	-0.0366	0.9684
57366.33761	3.0824	1.0784	0.7594	-0.3266	1.4754	1.6674	0.5464	-0.0196	0.9754
57371.1914	2.9144	1.0424	0.7504	-0.3326	1.4354	1.6354	0.5114	-0.0936	0.9504
57395.12926	3.318	1.042	0.737	-0.343	1.463	1.632	0.517	-0.049	0.944
57396.16755	3.2707	1.0257	0.7167	-0.3473	1.4167	1.6227	0.4987	-0.0703	0.9217
57397.18497	3.011	1.036	0.726	-0.339	1.423	1.634	0.504	-0.054	0.944
57399.09404	3.2319	1.0559	0.7409	-0.3191	1.4299	1.6569	0.5219	-0.0491	0.9459
57407.09726	2.7829	1.0469	0.7179	-0.3561	1.4709	1.6419	0.4689	-0.1001	0.9479
57412.15712	3.2404	1.0244	0.7004	-0.3616	1.4574	1.6694	0.6634	-0.0756	0.9084
57417.09227	2.997	1.032	0.709	-0.356	1.414	1.631	0.488	-0.075	0.91
57437.16322	3.0095	1.0915	0.7575	-0.3075	1.4345	1.6075	0.5595	-0.0135	0.9715
57447.07899	2.9327	1.0257	0.7157	-0.3483	1.4497	1.6217	0.4927	-0.0623	0.9207
57451.1268	3.0625	1.0855	0.7385	-0.3225	1.4745	1.6365	0.5305	-0.0475	0.9515
57463.05654	3.005	1.049	0.752	-0.336	1.418	1.655	0.519	-0.051	0.924
57475.00525	3.0115	1.0355	0.7315	-0.3345	1.4665	1.6355	0.5165	-0.0485	0.9265
57338.30645	2.9945	1.0525	0.7015	-0.3785	1.4105	1.6115	0.4915	-0.0725	0.9355
57353.12638	2.9664	1.0104	0.6454	-0.4156	1.3054	1.6474	0.4744	-0.1046	0.9154
57355.11321	3.0079	1.0869	0.7389	-0.3491	1.3829	1.6619	0.4889	-0.0671	0.9339
57356.14731	3.0964	0.9954	0.6864	-0.4236	1.3844	1.5694	0.4234	-0.1116	0.9004
57357.12724	3.0272	1.0702	0.7342	-0.3488	1.4692	1.6082	0.5212	-0.0528	0.9512
57360.1949	3.0529	1.0089	0.7019	-0.3671	1.4349	1.6299	0.5009	-0.0741	0.9289
57364.12705	3.0811	1.0101	0.6791	-0.3979	1.3991	1.5771	0.4811	-0.0969	0.9111
57367.15067	3.2734	1.0294	0.7134	-0.3736	1.4554	1.6134	0.4894	-0.0736	0.9204
57372.23308	2.981	1.08	0.716	-0.363	1.456	1.629	0.517	-0.064	0.952
57375.09699	3.1848	1.0758	0.7148	-0.3702	1.4108	1.6488	0.5038	-0.0532	0.9528
57376.13638	3.0343	1.0403	0.7903	-0.3607	1.4263	1.6513	0.5003	-0.0597	0.9263
57377.11832	2.9542	1.1742	0.7032	-0.3858	1.5162	1.6002	0.4802	-0.0858	0.9132
57379.13991	2.8187	1.0637	0.8887	-0.3823	1.4267	1.6267	0.4897	-0.0903	0.8997
57380.11152	3.6004	0.9774	0.7134	-0.4076	1.3974	1.6314	0.4444	-0.0956	0.9044
57381.11204	2.7959	1.0449	0.7799	-0.3591	1.5209	1.6549	0.4809	-0.0481	0.9109
57383.06676	2.9014	1.0084	0.7624	-0.3996	1.4814	1.5474	0.4744	-0.0946	0.9324
57384.17111	3.001	1.036	0.677	-0.385	1.406	1.629	0.482	-0.085	0.917
57386.05353	2.8407	0.9937	0.7517	-0.3783	1.4207	1.5917	0.4977	-0.0823	0.9407
