1.24	7.27E+03	1.61E+02	1.77E-11	3.90E-13
1.66	9.44E+03	2.52E+02	1.70E-11	4.55E-13
2.16	7.86E+03	1.30E+02	1.09E-11	1.81E-13
3.4	3.88E+03	8.58E+01	3.42E-12	7.56E-14
3.6	4.05E+03	8.58E+01	3.37E-12	7.14E-14
4.5	3.25E+03	5.40E+01	2.17E-12	5.83E-15
4.6	2.55E+03	5.40E+01	1.66E-12	3.52E-14
5.8	3.02E+03	2.02E+01	1.56E-12	1.04E-14
8.8	2.40E+03	1.93E+01	8.18E-13	6.58E-15
12	1.81E+03	3.06E+02	4.53E-13	7.63E-14
22	5.64E+03	1.10E+03	7.68E-13	1.50E-13	
24	4.09E+03	6.92E+01	5.11E-13	8.64E-15
