57361.07818	4.2089	2.0959	0.4009	-0.7291	1.8869	1.2379	0.0709	-0.4021	0.6389
57362.07585	4.1863	2.0423	0.3233	-0.7957	2.0653	1.1513	-0.0167	-0.4817	0.5663
57363.30202	4.0464	2.1084	0.4014	-0.7246	1.9114	1.2184	0.0474	-0.4146	0.6414
57365.10383	4.1248	2.0598	0.4088	-0.7192	1.8848	1.2148	0.0718	-0.4052	0.6508
57366.33258	4.167	2.16	0.442	-0.683	1.944	1.281	0.105	-0.368	0.686
57371.18638	4.026	2.019	0.368	-0.756	1.873	1.209	0.02	-0.448	0.622
57395.12423	4.553	2.061	0.413	-0.717	1.904	1.25	0.077	-0.393	0.647
57396.16254	4.0317	2.0207	0.3547	-0.7623	1.8847	1.1977	0.0307	-0.4443	0.6007
57397.17997	4.6393	2.0643	0.4403	-0.6807	1.9523	1.2713	0.0963	-0.3657	0.6753
57399.08903	3.9809	2.1229	0.4259	-0.7041	1.9449	1.2549	0.0889	-0.3791	0.6599
57412.15209	3.8535	2.0165	0.3745	-0.7355	1.9665	1.2735	0.1785	-0.4115	0.6505
57417.08723	3.7586	2.0066	0.3866	-0.7364	1.9096	1.2016	0.0376	-0.4244	0.6176
57447.07398	3.6872	1.9412	0.2742	-0.8288	1.8172	1.0852	-0.0638	-0.5288	0.5172
57451.12141	4.0677	2.0057	0.3597	-0.7663	1.8837	1.1797	0.0227	-0.4493	0.5877
57463.05153	4.2853	2.0053	0.3763	-0.7367	1.8773	1.1863	0.0743	-0.4337	0.5633
57474.99985	4.1953	2.0523	0.3943	-0.7447	1.8873	1.2103	0.0473	-0.4257	0.6353
57355.10821	4.3715	2.1215	0.4305	-0.6925	1.9635	1.2515	0.1105	-0.3795	0.6605
57356.14229	4.2087	2.1307	0.4227	-0.6973	1.9247	1.2857	0.0977	-0.3683	0.6747
57357.12222	4.3284	2.0434	0.3874	-0.7366	1.9304	1.2324	0.0554	-0.4136	0.6264
57360.18986	4.5415	2.1225	0.4415	-0.6955	1.9755	1.2765	0.1025	-0.3645	0.6915
57364.12201	4.4051	1.9991	0.3531	-0.7779	1.8931	1.1871	0.0181	-0.4549	0.6061
57367.14565	4.4513	2.0723	0.4183	-0.7207	1.9683	1.2423	0.0743	-0.3897	0.6613
57375.09195	3.9633	2.1343	0.3793	-0.7397	1.9303	1.2053	0.0433	-0.4157	0.6373
57376.13136	4.399	2.05	0.48	-0.754	1.847	1.218	0.045	-0.429	0.635
57377.11326	4.1005	2.3475	0.4015	-0.7375	2.0555	1.1955	0.0525	-0.4045	0.6345
57380.10652	4.0608	2.0008	0.3578	-0.7582	1.7978	1.2408	0.0778	-0.4042	0.6308
57381.10701	5.5238	2.2868	0.5478	-0.6442	1.9898	1.3348	0.1638	-0.3122	0.7318
57386.04849	4.1717	2.0277	0.4297	-0.7193	1.9477	1.2517	0.0737	-0.3923	0.6487
57389.12648	4.1323	2.0653	0.4053	-0.7357	1.9473	1.2283	0.0583	-0.4047	0.6463
57390.10358	4.414	2.121	0.431	-0.699	1.974	1.258	0.097	-0.374	0.679
57398.25481	4.5079	2.0889	0.4449	-0.6801	1.9699	1.2839	0.1139	-0.3561	0.6909
57400.1033	4.4621	2.0901	0.3941	-0.7299	1.9121	1.2431	0.0531	-0.4099	0.6321
57400.18994	4.204	2.097	0.392	-0.719	1.923	1.234	0.067	-0.394	0.647
57401.22178	4.9802	2.0702	0.3642	-0.7588	1.8722	1.2212	0.1342	-0.4288	0.6312
57402.24007	4.5994	2.1094	0.4454	-0.6866	1.9604	1.2774	0.1084	-0.3636	0.6914
57403.25314	4.4436	2.1376	0.4146	-0.7114	1.9216	1.2356	0.0836	-0.3884	0.6636
57404.15372	4.7689	2.1269	0.4429	-0.6931	1.9489	1.2679	0.1089	-0.3691	0.6839
57408.13861	3.7322	2.2772	0.5242	-0.6308	2.0672	1.3232	0.1852	-0.2918	0.7612
57423.14179	4.4621	2.0791	0.4131	-0.7279	1.9811	1.2411	0.0731	-0.3979	0.6591
57425.18346	3.9691	2.0931	0.4011	-0.7239	1.9351	1.2441	0.0701	-0.3959	0.6551
57429.17646	4.287	2.125	0.371	-0.751	1.878	1.213	0.045	-0.428	0.621
57433.05194	4.1266	2.0726	0.3996	-0.7264	1.9676	1.2436	0.0806	-0.3994	0.6536
57435.06823	4.2824	2.2344	0.4714	-0.6666	1.9344	1.3294	0.1274	-0.3326	0.7294
57439.08848	3.947	2.08	0.45	-0.671	1.987	1.313	0.104	-0.364	0.718
57441.14176	4.628	2.12	0.461	-0.68	1.943	1.319	0.122	-0.357	0.681
57443.1234	3.886	1.774	0.166	-0.953	1.691	0.973	-0.166	-0.632	0.419
57448.12414	4.5279	2.0699	0.4009	-0.7241	1.9299	1.2569	0.0649	-0.4011	0.6519
57457.10239	4.1044	2.0524	0.4444	-0.6816	1.9794	1.2894	0.1184	-0.3586	0.6914
57466.07832	4.3807	2.1077	0.3027	-0.8163	1.8517	1.1327	-0.0483	-0.4963	0.5547
