83.43008,-0.64927,16.69,14.64,12.91,12.29,12.02,21.443,18.759,17.397,15.563,14.505
83.43629,-0.72771,17.57,15.9,14.52,13.8,13.44,21.036,19.571,18.202,16.743,15.893
83.4505,-0.92409,17.35,15.58,14.07,13.42,13.12,22.665,19.307,17.872,16.363,15.541
83.45325,-0.90677,19.41,16.9,14.67,14.11,13.68,22.715,21.73,20.196,17.918,16.547
83.45408,-0.92187,14.74,13.58,12.44,11.69,11.52,19.33,16.602,15.143,14.252,13.74
83.45417,-0.77367,14.87,13.43,12.07,11.37,11.12,19.307,16.773,15.388,14.206,13.522
83.45908,-0.71086,17.11,15.05,13.25,12.64,12.35,21.798,19.261,17.896,16.002,14.882
83.46742,-0.80016,19.17,17.12,15.33,14.82,14.46,24.5,21.361,19.889,18.0,16.936
83.47008,-0.886,18.01,16.14,14.55,13.9,13.67,22.44,20.009,18.59,16.922,16.032
83.47312,-0.64856,20.25,17.98,16.0,15.59,15.31,24.082,22.312,20.938,18.887,17.662
83.4765,-0.89114,16.82,15.06,13.49,12.82,12.58,21.229,18.711,17.344,15.817,14.981
83.47842,-0.87461,16.61,14.92,13.42,12.74,12.5,21.132,18.538,17.183,15.694,14.889
83.47892,-0.94509,19.59,17.42,15.6,15.15,14.84,23.981,21.715,20.172,18.26,17.164
83.49738,-0.90432,20.88,18.46,16.53,15.74,15.46,24.304,23.421,21.893,19.445,18.132
83.50287,-0.9655,18.59,16.69,15.02,14.33,14.12,23.717,20.669,19.261,17.55,16.598
83.50987,-0.80623,19.73,17.37,15.36,14.78,14.28,24.691,22.098,20.492,18.301,17.03
83.51442,-0.80322,21.05,18.73,16.71,15.98,15.54,24.271,23.11,21.974,19.726,18.42
83.52333,-0.95069,16.84,15.21,13.72,13.06,12.84,21.971,18.809,17.344,15.937,15.181
83.52858,-0.77604,18.92,16.92,15.18,14.5,14.23,24.089,21.12,19.581,17.764,16.731
83.53096,-0.55309,16.61,14.88,13.46,12.72,12.53,20.981,18.692,17.218,15.782,14.922
83.53337,-0.78365,19.46,17.33,15.46,14.91,14.4,25.179,21.654,20.207,18.216,17.098
83.54062,-0.70174,16.63,15.15,13.74,13.07,12.83,20.941,18.482,17.07,15.796,15.045
83.542,-0.76942,16.27,14.8,13.39,12.71,12.5,20.651,18.192,16.756,15.515,14.797
83.5565,-0.74691,19.2,17.14,15.36,14.76,14.38,23.325,21.501,19.809,17.967,16.881
83.55921,-0.71213,18.31,16.23,14.34,13.7,13.45,23.58,20.272,18.941,16.97,15.874
83.56058,-0.88294,18.35,16.19,14.18,13.58,13.23,22.806,20.615,19.105,17.085,15.879
83.56192,-0.71503,17.84,16.04,14.36,13.72,13.48,22.472,19.832,18.444,16.746,15.82
83.56621,-0.72135,18.99,16.98,15.15,14.6,14.28,26.508,20.981,19.625,17.726,16.673
83.56633,-0.66081,21.71,19.16,16.74,16.12,15.78,23.7,23.863,22.663,20.128,18.825
83.57725,-0.55692,16.39,14.74,13.31,12.69,12.43,21.304,18.402,16.994,15.563,14.745
83.58492,-0.99966,19.2,17.18,15.43,14.75,14.48,25.235,21.183,19.883,17.984,16.931
83.58704,-0.91384,19.65,17.56,15.57,15.01,14.76,22.968,21.933,20.173,18.456,17.276
83.59721,-0.73202,16.76,15.08,13.53,12.83,12.56,21.282,18.713,17.299,15.8,14.971
83.59779,-1.02168,16.42,14.79,13.31,12.65,12.37,21.251,18.392,16.998,15.542,14.743
83.59842,-0.71916,18.79,16.58,14.54,13.93,13.59,22.022,22.69,20.55,17.532,16.537
83.59904,-0.94796,18.55,16.65,14.84,14.25,13.93,24.382,20.503,19.225,17.42,16.457
83.60542,-0.87299,19.41,17.43,15.62,15.06,14.77,24.594,21.571,20.057,18.231,17.169
83.60908,-0.6915,18.48,16.6,14.91,14.3,13.91,22.714,20.563,19.093,17.356,16.402
83.60967,-0.56248,16.53,14.44,12.68,12.0,11.74,21.363,18.972,17.49,15.627,14.518
83.60996,-0.56439,15.86,14.27,12.8,12.14,11.88,19.556,18.023,16.621,15.216,14.299
83.61225,-0.90616,17.43,15.75,14.13,13.48,13.11,21.783,19.583,18.109,16.517,15.621
83.61921,-0.82376,19.56,17.58,15.7,15.21,14.81,23.121,21.861,20.248,18.4,17.383
83.63171,-0.92948,18.39,16.34,14.38,13.76,13.54,24.81,20.617,19.09,17.141,16.081
83.63287,-0.59015,17.51,15.89,14.49,13.8,13.68,22.055,19.488,18.024,16.671,15.871
83.63396,-0.99318,17.31,15.71,14.3,13.57,13.33,22.716,19.292,17.859,16.437,15.654
83.63683,-0.75499,15.34,14.04,12.65,11.97,11.72,19.738,17.295,15.86,14.758,14.096
83.64575,-0.96016,19.08,17.0,15.16,14.56,14.24,24.264,25.116,24.802,18.184,16.719
83.64842,-0.86572,17.8,16.15,14.55,13.92,13.68,22.496,19.943,18.425,16.888,16.052
83.65708,-0.87754,17.2,15.57,13.98,13.32,13.13,21.745,19.229,17.766,16.269,15.448
83.65812,-0.63522,21.35,18.91,17.01,16.3,15.64,25.111,23.416,21.998,19.805,18.541
83.66417,-0.90879,19.76,17.79,15.73,15.06,14.78,24.187,21.889,20.37,18.515,17.376
83.66625,-0.55867,17.96,16.02,14.46,13.77,13.54,23.033,20.091,18.626,16.908,15.939
83.68696,-0.94338,17.16,15.52,13.92,13.27,12.98,22.126,19.188,17.739,16.29,15.465
83.68708,-0.73067,16.36,14.84,13.13,12.33,11.99,19.735,18.372,17.017,15.73,14.962
83.68796,-0.86602,18.67,16.77,14.99,14.35,14.01,23.026,20.821,19.294,17.553,16.536
83.69021,-0.87308,18.55,16.48,14.52,13.98,13.62,22.356,20.789,19.245,17.306,16.181
83.69912,-0.73382,21.21,18.77,16.47,15.75,15.42,23.722,23.302,22.058,19.69,18.386
83.7,-0.62179,16.62,14.8,13.16,12.52,12.31,21.243,18.713,17.281,15.634,14.69
83.71092,-0.70976,22.59,19.81,16.92,16.26,15.77,24.404,23.223,23.634,20.991,19.177
83.71096,-1.01817,18.41,16.53,14.86,14.22,13.98,23.05,20.521,19.045,17.365,16.439
83.72025,-0.82634,18.48,16.67,14.93,14.35,14.04,23.694,20.605,19.086,17.461,16.511
83.73229,-0.79184,20.34,18.08,16.1,15.44,14.88,24.759,25.114,21.369,19.131,17.861
83.73512,-1.079,16.95,15.33,14.05,13.38,13.11,21.756,19.032,17.582,16.214,15.462
83.73621,-0.92584,17.67,15.94,14.4,13.77,13.52,21.609,19.73,18.245,16.696,15.897
83.75008,-1.00871,17.93,16.23,14.71,14.1,13.88,22.157,19.953,18.478,17.024,16.257
83.75112,-0.9879,17.66,15.57,13.7,13.06,12.77,22.448,19.817,18.387,16.477,15.408
83.75692,-0.77941,17.63,15.74,13.92,13.28,12.99,22.023,19.666,18.241,16.474,15.47
83.75704,-0.99841,15.15,13.93,12.62,11.89,11.7,19.846,17.14,15.688,14.731,14.118
83.75825,-0.62656,16.98,15.43,14.01,13.29,13.06,21.558,18.982,17.499,16.151,15.383
83.76037,-1.02111,17.76,15.96,14.38,13.59,13.41,22.38,20.039,18.519,16.848,15.91
83.77467,-1.04895,18.48,16.57,14.98,14.31,14.15,22.988,20.696,19.154,17.478,16.505
83.78304,-0.62892,18.52,16.32,14.32,13.72,13.39,23.65,20.71,19.27,17.198,16.023
83.80342,-0.61375,18.14,16.35,14.76,14.12,13.87,24.921,20.191,18.743,17.113,16.231
83.80371,-0.57258,16.4,14.88,12.75,12.19,11.91,22.035,18.692,17.153,15.731,15.22
83.80412,-0.57228,16.52,14.77,12.75,12.19,11.91,21.358,18.738,17.206,15.59,14.855
83.81521,-0.57871,18.58,16.44,14.62,14.06,13.78,21.96,20.522,19.183,17.326,16.208
83.81621,-1.04154,24.4,21.14,17.61,16.65,15.7,25.413,24.705,23.816,22.412,20.557
83.81642,-0.99445,17.98,16.11,14.39,13.77,13.51,23.956,20.13,18.649,16.933,15.992
83.82267,-1.04061,20.83,18.08,15.62,15.08,14.63,24.487,22.788,21.973,19.347,17.751
83.82575,-1.01441,16.43,14.79,13.35,12.62,12.41,21.205,18.465,16.992,15.595,14.811
83.827,-0.93282,17.44,15.83,14.28,13.66,13.4,21.889,19.423,17.985,16.554,15.77
83.8275,-0.62589,19.5,17.33,15.35,14.77,14.47,23.852,21.774,20.068,18.163,16.986
83.82871,-1.04097,15.96,14.34,12.92,12.28,12.03,20.612,18.028,16.58,15.265,14.44
83.83192,-0.58616,19.59,17.18,14.99,14.44,14.01,26.158,21.909,20.449,18.195,16.831
83.84358,-0.66785,16.42,14.77,13.15,12.36,11.97,20.516,18.349,16.916,15.46,14.614
83.84617,-0.95874,19.28,17.26,15.51,14.84,14.55,23.229,21.664,19.948,18.125,17.102
83.84887,-0.718,16.19,14.39,12.55,11.9,11.55,18.592,17.895,16.565,15.1,14.249
83.85217,-0.81339,17.26,15.47,13.82,13.18,12.92,22.255,19.327,17.879,16.234,15.314
83.85496,-0.74037,15.91,14.45,13.01,12.32,12.12,19.736,17.809,16.382,15.134,14.428
83.85513,-0.72368,16.67,15.06,12.47,11.61,11.1,19.828,18.046,16.373,15.167,14.431
83.85633,-1.04886,15.95,14.02,12.45,11.84,11.53,20.828,18.079,16.673,14.957,14.038
83.85817,-1.02742,17.3,15.58,14.19,13.73,13.4,21.836,19.419,17.966,16.436,15.613
83.86058,-0.72387,20.59,18.31,15.85,15.5,15.19,24.837,25.115,24.803,24.362,22.828
83.87079,-0.6789,17.5,15.77,14.23,13.51,13.3,22.442,19.456,18.029,16.503,15.657
83.87079,-0.77271,18.51,16.68,15.03,14.43,14.19,23.998,20.521,19.071,17.446,16.537
83.884,-0.94388,18.53,16.44,14.66,14.02,13.77,23.674,20.769,19.26,17.342,16.286
83.88904,-1.07401,17.64,15.93,14.58,13.82,13.57,22.022,19.682,18.247,16.782,15.994
83.88942,-0.92348,20.69,18.38,16.28,15.84,15.47,24.528,23.19,21.69,19.377,18.117
83.89146,-1.06564,19.3,17.17,15.28,14.69,14.28,23.526,21.727,20.175,18.118,17.014
83.89317,-0.95525,19.49,17.14,15.15,14.52,14.19,25.102,21.678,20.302,18.124,16.866
83.90304,-1.01501,18.52,16.32,14.01,13.54,13.14,23.551,21.027,19.404,17.497,16.64
83.90558,-0.77683,19.59,17.27,15.18,14.54,14.26,22.652,22.23,20.494,18.232,16.894
83.90625,-1.04752,17.02,15.27,13.92,13.23,13.0,21.605,19.259,17.814,16.295,15.416
83.90837,-0.7765,18.86,16.61,14.6,14.01,13.71,24.101,21.19,19.573,17.521,16.27
83.91029,-0.85341,16.72,15.02,13.34,12.57,12.3,22.818,19.388,17.626,16.067,15.216
83.91583,-0.7107,18.53,16.62,15.02,14.36,14.09,23.438,20.69,19.175,17.467,16.49
83.92112,-0.70377,17.69,15.96,14.44,13.81,13.57,22.18,19.75,18.318,16.78,15.917
83.92754,-0.70059,19.83,17.51,15.54,14.79,14.57,25.375,22.139,20.572,18.504,17.248
83.92858,-0.84061,17.79,16.02,14.44,13.78,13.54,22.908,19.813,18.383,16.829,15.924
83.93021,-0.59238,19.5,17.42,15.86,15.2,14.56,23.269,21.768,20.256,18.333,17.327
83.93171,-0.77992,20.33,17.87,15.77,15.04,14.61,24.072,22.785,21.004,18.814,17.441
83.93221,-0.61402,17.78,16.0,14.51,13.93,13.71,22.82,19.963,18.365,16.841,16.002
83.93296,-0.93624,15.5,13.98,12.59,11.87,11.69,20.138,17.524,16.075,14.808,14.063
83.93375,-0.55626,18.95,16.88,15.27,14.6,14.35,23.521,21.18,19.637,17.818,16.802
83.93396,-0.74829,19.67,17.64,15.87,15.2,14.94,23.852,21.883,20.384,18.543,17.492
83.93637,-0.88086,15.64,14.21,12.86,12.14,11.91,20.164,17.542,16.117,14.925,14.249
83.93858,-0.89252,18.19,16.26,14.56,13.95,13.74,24.925,20.615,18.966,17.136,16.24
83.93896,-0.81773,22.86,19.9,17.34,16.42,16.06,26.16,23.914,23.621,21.104,19.208
83.94075,-0.80362,20.29,18.15,16.31,15.79,15.51,23.643,22.392,20.898,19.056,17.944
83.94229,-0.62633,17.78,15.99,14.5,13.78,13.57,23.059,19.84,18.388,16.822,15.942
83.945,-0.65911,19.6,17.53,15.83,15.23,14.83,24.012,21.949,20.351,18.461,17.396
83.95146,-0.59762,16.82,15.14,13.73,13.07,12.81,21.34,18.737,17.339,15.945,15.177
83.95883,-0.90066,17.23,15.61,14.25,13.55,13.35,21.81,19.238,17.804,16.428,15.668
83.96275,-0.86837,20.46,18.09,15.99,15.26,15.0,23.985,22.914,21.054,19.106,17.879
83.96292,-0.71781,19.07,16.99,15.32,14.62,14.26,24.075,21.382,19.81,17.934,16.85
83.96483,-0.64304,19.86,17.59,15.75,15.22,14.78,25.65,22.246,20.479,18.514,17.317
83.97387,-0.84519,17.42,15.69,14.28,13.58,13.35,22.273,19.461,18.017,16.539,15.709
